map,seat_share_dem,vote_share_dem,efficiency_gap
CD_enacted,0.2857142857142857,0.48094571908226075,-0.46189143816452155
CD_optimized,0.2857142857142857,0.48094571908226075,-0.46189143816452155
House_enacted,0.4083333333333333,0.48094571908226075,-0.32566685319903005
