district_id,base_population,base_pop_dev,base_pop_score,base_pp,base_compactness_score,base_Fairness,opt_population,opt_pop_dev,opt_pop_score,opt_pp,opt_compactness_score,opt_Fairness,delta_pop_score,delta_compactness_score,delta_fairness,frontier_relative_base,frontier_relative_opt
92,114291,0.3325510126961071,0.0,0.2984644906679481,0.5969289813358962,0.2387715925343585,189118,0.10443182386135054,0.0,0.3021228676977648,0.6042457353955296,0.24169829415821187,0.0,0.00731675405963339,0.0029267016238533616,-85.50087875991508,-84.09245868708459
0,140255,0.1809236272820476,0.0,0.2080351329488948,0.4160702658977896,0.16642810635911587,140255,0.1809236272820476,0.0,0.2080351329488948,0.4160702658977896,0.16642810635911587,0.0,0.0,0.0,-120.31481990011146,-120.31481990011146
25,200265,0.16952928439172033,0.0,0.4000388639140829,0.8000777278281658,0.3200310911312663,106427,0.37847605347935176,0.0,0.3969908269316814,0.7939816538633628,0.31759266154534516,0.0,-0.006096073964802939,-0.0024384295859211647,-46.3962744506643,-47.56972279504094
4,116222,0.3212741492993058,0.0,0.30182452370121804,0.6036490474024361,0.24145961896097445,194233,0.13430295605950623,0.0,0.2976065347872135,0.595213069574427,0.23808522782977082,0.0,-0.008435977828009089,-0.0033743911312036357,-84.20731663363308,-85.83117885588146
12,106427,0.37847605347935176,0.0,0.3969908269316814,0.7939816538633628,0.31759266154534516,195859,0.14379864735065015,0.0,0.3925991181701676,0.7851982363403353,0.31407929453613415,0.0,-0.008783417523027581,-0.0035133670092110103,-47.56972279504094,-49.26046454290598
62,149112,0.129199557315466,0.0,0.44342119312631745,0.8868423862526349,0.35473695450105397,110949,0.3520679870472775,0.0,0.4373389644639189,0.8746779289278378,0.3498711715711351,0.0,-0.012164457324797096,-0.004865782929918849,-29.694730905352397,-32.0362973611467
57,138836,0.1892104575047618,0.0,0.2883997302146999,0.5767994604293998,0.23071978417175992,205150,0.19805723762495406,0.0,0.2763753756035967,0.5527507512071934,0.22110030048287738,0.0,-0.024048709222206366,-0.009619483688882546,-89.37565999078667,-94.00485546710922
14,173612,0.013878201991438093,0.8612179800856191,0.3573162674530132,0.7146325349060264,0.802583802013782,171583,0.002029027557409179,0.9797097244259082,0.247566219565033,0.495132439130066,0.7858788103075713,0.11849174434028908,-0.2195000957759604,-0.016704991706210648,185.8231355043848,177.78417265154803
1,198612,0.15987591556991165,0.0,0.40235662402146904,0.8047132480429381,0.32188529921717524,135824,0.20680026203669627,0.0,0.3786804144208188,0.7573608288416376,0.30294433153665506,0.0,-0.04735241920130051,-0.01894096768052017,-45.50397170749625,-54.61895591451465
71,176087,0.028331975635706975,0.7166802436429303,0.25329809647092044,0.5065961929418409,0.6326466233624946,160795,0.06097190580597373,0.39028094194026275,0.46115081648209,0.92230163296418,0.6030892183498296,-0.3263993017026675,0.4157054400223391,-0.029557405012664906,104.04406667756912,89.82012181714009
102,173342,0.012301426684790579,0.8769857331520943,0.2580279266277714,0.5160558532555428,0.7326137811934736,164401,0.039913195599414704,0.6008680440058529,0.4173572409378898,0.8347144818757796,0.6944066191538236,-0.27611768914624135,0.31865862862023675,-0.03820716203965002,152.1513798950988,133.76490226309437
99,163433,0.0455662270691732,0.5443377293082681,0.2003125682416117,0.4006251364832234,0.4868526921782502,182792,0.06748856241745359,0.3251143758254642,0.31604995004028313,0.6320999000805663,0.447908585527505,-0.21922335348280386,0.23147476359734287,-0.038944106650745214,33.8834812925768,15.142362936567105
38,182750,0.06724328625864175,0.32756713741358257,0.2539391472384224,0.5078782944768448,0.3996916002388875,141045,0.17631009953296786,0.0,0.44970089836593574,0.8994017967318715,0.3597607186927486,-0.32756713741358257,0.39152350225502663,-0.039930881546138886,-8.061153738443535,-27.27713894070449
24,141045,0.17631009953296786,0.0,0.44970089836593574,0.8994017967318715,0.3597607186927486,100655,0.41218400559034973,0.0,0.3692117620048707,0.7384235240097414,0.29536940960389657,0.0,-0.16097827272213006,-0.06439130908885204,-27.27713894070449,-58.2642445265374
101,194233,0.13430295605950623,0.0,0.2976065347872135,0.595213069574427,0.23808522782977082,279197,0.6304849455187633,0.0,0.2164892733641225,0.432978546728245,0.173191418691298,0.0,-0.162234522846182,-0.06489380913847281,-85.83117885588146,-117.06010313300698
26,115862,0.32337651637483583,0.0,0.35479683256841493,0.7095936651368299,0.283837466054732,200538,0.17112357942399725,0.0,0.269462405505133,0.538924811010266,0.2155699244041064,0.0,-0.17066885412656385,-0.06826754165062557,-63.81377531608449,-96.66624486743606
67,153652,0.1026863725296152,0.0,0.36952636131839933,0.7390527226367987,0.29562108905471945,195539,0.1419298766168457,0.0,0.28315799773109895,0.5663159954621979,0.22652639818487919,0.0,-0.17273672717460076,-0.06909469086984027,-58.143128527704825,-91.39364807297216
9,135824,0.20680026203669627,0.0,0.3786804144208188,0.7573608288416376,0.30294433153665506,194760,0.13738058786174046,0.0,0.28741884334570905,0.5748376866914181,0.22993507467656726,0.0,-0.18252314215021948,-0.0730092568600878,-54.61895591451465,-89.75328666627773
61,210231,0.22772981293264302,0.0,0.3614253447479603,0.7228506894959206,0.28914027579836826,155193,0.09368707346463809,0.06312926535361918,0.21800598051685882,0.43601196103371764,0.21228234362565856,0.06312926535361918,-0.28683872846220293,-0.0768579321727097,-61.261897931499846,-98.24833124128423
21,144050,0.15876117436083534,0.0,0.3616939016716532,0.7233878033433064,0.2893551213373226,154297,0.09891963151929058,0.01080368480709426,0.24764417820087875,0.4952883564017575,0.20459755344495956,0.01080368480709426,-0.22809944694154893,-0.08475756789236305,-61.158507559500464,-101.94649187979063
97,158959,0.07169397789117683,0.2830602210882317,0.5884279259776095,1.0,0.5698361326529391,162045,0.05367202012705005,0.46327979872949954,0.25843437949751313,0.5168687589950263,0.48471538283571025,0.18021957764126784,-0.48313124100497373,-0.08512074981722884,73.81770018408321,32.85494139792293
95,139339,0.18627298350756288,0.0,0.35133031954495125,0.7026606390899025,0.281064255635961,225198,0.3151357240978036,0.0,0.24381001635184923,0.48762003270369847,0.1950480130814794,0.0,-0.21504060638620404,-0.08601624255448159,-65.14833063533744,-106.54202844717133
66,144499,0.15613905542496595,0.0,0.48736474474839014,0.9747294894967803,0.38989179579871214,228860,0.33652146918277837,0.0,0.36486673751320137,0.7297334750264027,0.2918933900105611,0.0,-0.24499601447037755,-0.09799840578815106,-12.777125182496713,-59.93701353343057
