county_id,vtd_abbrv,dem_reg,rep_reg,unaff_reg,other_reg,total_reg,dem_share_2p_reg,rep_share_2p_reg,unaff_share_all,other_share_all
14,PR17,309,712,553,13,1587,0.30264446620959845,0.6973555337904016,0.3484562066792691,0.008191556395715185
14,PR18,593,1771,1303,14,3681,0.25084602368866327,0.7491539763113367,0.35397989676718283,0.0038033143167617496
14,PR19,251,630,363,6,1250,0.2849035187287174,0.7150964812712827,0.2904,0.0048
14,PR21,295,1565,781,18,2659,0.1586021505376344,0.8413978494623656,0.29371944339977435,0.006769462203836028
14,PR22,332,1569,940,14,2855,0.1746449237243556,0.8253550762756444,0.329246935201401,0.004903677758318739
14,PR23,172,773,452,13,1410,0.182010582010582,0.817989417989418,0.32056737588652484,0.009219858156028368
14,PR24,185,918,507,7,1617,0.16772438803263826,0.8322756119673618,0.313543599257885,0.004329004329004329
14,PR25,185,822,475,7,1489,0.18371400198609733,0.8162859980139027,0.31900604432505036,0.0047011417058428475
14,PR27,96,512,306,5,919,0.15789473684210525,0.8421052631578947,0.33297062023939067,0.00544069640914037
14,PR28,344,2089,1091,13,3537,0.14138923140156187,0.8586107685984381,0.3084534916595985,0.0036754311563471868
14,PR29,505,1170,955,11,2641,0.30149253731343284,0.6985074626865672,0.36160545248012116,0.0041650889814464215
15,CH,437,1094,1286,21,2838,0.28543435662965383,0.7145656433703462,0.45313601127554615,0.007399577167019027
15,SH,248,772,903,11,1934,0.24313725490196078,0.7568627450980392,0.46690796277145813,0.005687693898655636
15,SM,345,1220,1162,25,2752,0.22044728434504793,0.7795527156549521,0.42223837209302323,0.009084302325581396
16,ABCH,181,634,450,1,1266,0.22208588957055214,0.7779141104294478,0.35545023696682465,0.0007898894154818325
16,ATLN,52,189,146,3,390,0.2157676348547718,0.7842323651452282,0.37435897435897436,0.007692307692307693
16,BCRK,226,980,754,14,1974,0.18739635157545606,0.8126036484245439,0.3819655521783181,0.0070921985815602835
16,BETT,41,139,102,1,283,0.22777777777777777,0.7722222222222223,0.36042402826855124,0.0035335689045936395
16,BFT1,365,389,526,4,1284,0.48408488063660476,0.5159151193633952,0.40965732087227413,0.003115264797507788
16,BFT2,731,1429,1387,20,3567,0.3384259259259259,0.6615740740740741,0.3888421642837118,0.005606952621250351
16,BOGU,308,1846,1258,19,3431,0.14298978644382543,0.8570102135561746,0.36665695132614395,0.005537744097930632
16,CCCP,328,1741,1204,9,3282,0.15853069115514742,0.8414693088448526,0.3668494820231566,0.002742230347349177
16,CDIS,29,78,50,0,157,0.27102803738317754,0.7289719626168224,0.3184713375796178,0.0
16,DAVI,35,145,72,3,255,0.19444444444444445,0.8055555555555556,0.2823529411764706,0.011764705882352941
16,EMIS,531,1767,1524,17,3839,0.2310704960835509,0.7689295039164491,0.3969783797864027,0.004428236519927064
16,HAIS,129,548,286,2,965,0.19054652880354506,0.8094534711964549,0.29637305699481864,0.002072538860103627
16,HARL,64,381,211,2,658,0.14382022471910114,0.8561797752808988,0.32066869300911854,0.00303951367781155
