map_id,seed,accepted_moves,map_score,avg_pop_score,avg_compactness_score,max_pop_dev,improvement_vs_enacted
3,45,138,0.7904982652463008,0.9826820718390226,0.5022225553572184,0.006629507400242169,0.007051030877466169
2,44,140,0.7894385367872481,0.9757555574275868,0.5099630058267398,0.012240755875727647,0.005991302418413391
1,43,127,0.7834472343688347,0.9659761116812049,0.5096539184002797,0.012240755875727647,0.0
4,46,141,0.7834472343688347,0.9659761116812049,0.5096539184002797,0.012240755875727647,0.0
5,47,133,0.7834472343688347,0.9659761116812049,0.5096539184002797,0.012240755875727647,0.0
