county_id,precinct_abbrv,dem_reg,rep_reg,unaff_reg,other_reg,total_reg,dem_share_2p_reg,rep_share_2p_reg,unaff_share_all,other_share_all
13,12-14,751,792,1111,20,2674,0.4867141931302657,0.5132858068697342,0.41548242333582647,0.0074794315632011965
14,1,692,2179,1326,25,4222,0.2410309996516893,0.7589690003483107,0.3140691615348176,0.005921364282330649
14,10,339,1626,976,15,2956,0.17251908396946564,0.8274809160305343,0.3301759133964817,0.005074424898511502
14,11,380,1781,997,14,3172,0.1758445164275798,0.8241554835724202,0.31431273644388397,0.004413619167717529
14,12,262,1280,755,18,2315,0.16990920881971466,0.8300907911802854,0.326133909287257,0.007775377969762419
14,13,645,2820,1690,23,5178,0.18614718614718614,0.8138528138528138,0.32638084202394746,0.004441869447663191
14,14,544,2407,1535,27,4513,0.18434429007116232,0.8156557099288377,0.34012851761577667,0.005982716596499003
14,15,229,1453,712,11,2405,0.1361474435196195,0.8638525564803805,0.29604989604989607,0.004573804573804574
14,2,289,1083,622,8,2002,0.21064139941690962,0.7893586005830904,0.3106893106893107,0.003996003996003996
14,3,162,609,367,8,1146,0.21011673151750973,0.7898832684824902,0.32024432809773123,0.006980802792321117
14,4,276,1597,851,16,2740,0.14735718099305925,0.8526428190069407,0.3105839416058394,0.00583941605839416
14,5,382,1336,962,25,2705,0.22235157159487776,0.7776484284051223,0.355637707948244,0.009242144177449169
14,6,1311,1945,1557,23,4836,0.40264127764127766,0.5973587223587223,0.3219602977667494,0.004755996691480562
14,7,790,1801,1453,24,4068,0.30490158240061754,0.6950984175993825,0.3571779744346116,0.0058997050147492625
14,8,583,1764,1301,14,3662,0.2484022155943758,0.7515977844056242,0.3552703440742764,0.0038230475150191155
14,9,296,1555,772,18,2641,0.15991356023770933,0.8400864397622907,0.29231351760696705,0.006815600151457781
15,CH,437,1095,1286,21,2839,0.28524804177545693,0.7147519582245431,0.4529764001408947,0.007396970764353646
15,SH,248,771,903,11,1933,0.2433758586849853,0.7566241413150148,0.4671495085359545,0.005690636316606311
15,SM,345,1220,1162,25,2752,0.22044728434504793,0.7795527156549521,0.42223837209302323,0.009084302325581396
16,ABCH,181,634,450,1,1266,0.22208588957055214,0.7779141104294478,0.35545023696682465,0.0007898894154818325
16,ASCI,108,368,245,5,726,0.226890756302521,0.773109243697479,0.33746556473829203,0.006887052341597796
16,BCRK,226,980,754,14,1974,0.18739635157545606,0.8126036484245439,0.3819655521783181,0.0070921985815602835
16,BFT1,365,389,526,4,1284,0.48408488063660476,0.5159151193633952,0.40965732087227413,0.003115264797507788
